Row ID,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
214,17163,38.42,86.3,17.33,11.63,100,98.49,46.37,20.02,0,52.49,92.3,100,11.56,0,62.94,70.35,100,0,22.24
215,15941,34.91,65.26,-28.5,67.97,92.17,100,81.25,70.14,0,100,67.69,34.88,51.91,0,0,22.45,60.36,100,46.58
216,16432,54.39,78.37,13.46,71.35,100,6.99,47.55,28.95,0,55.34,100,41.79,54.04,0,0,92.37,62.13,100,54.56
217,15363,2.09,-36.73,13.36,29.64,0,27.78,100,80.09,44.89,54.5,79.32,100,14.07,0,37.19,49.69,12.2,100,0
218,16224,-10.33,-31.62,-11.37,12.02,0,31.43,37.14,100,68.62,61.04,45.78,91.56,0,100,20,0,100,0,20.01
219,20193,6.02,65.03,-20.68,-26.29,100,94.69,74.2,85.01,0,100,81.05,75.13,34.94,0,100,0,35.71,50.07,3.63
220,14620,-23.38,38.73,-36.2,-72.66,66.24,68.56,100,83.76,0,100,64.63,36.05,32.65,0,100,8.82,0,10.29,76.47
221,9026,22.85,94.32,-28.99,3.22,100,17.44,0,13.08,30.53,100,77.01,77.01,0,53.91,0,0.07,100,0.07,70.02
222,787,-23.12,15.44,-40.19,-44.61,32,100,0,42.77,59.88,100,23.07,47.64,23.82,0,100,8.33,50.32,0,33.55
223,13347,12.31,42.11,2.43,-7.62,50.76,100,39,0,16.42,43.3,100,28.9,0,13.38,100,84.61,46.2,23.1,0
224,22739,-11.36,-23.97,12.11,-22.21,0,0,100,70.45,60.8,46.96,100,62.12,3.4,0,88.24,23.53,0,100,41.26
225,33928,22.39,32.05,30.61,4.52,51.07,63.57,85.78,0,100,10.74,0,46.72,75.29,100,0,45.66,60.47,29.65,100
226,11935,8.99,45.4,-9.11,-9.34,53.37,100,31.46,0,22.47,56.89,100,29.34,0,27.54,85.71,100,0,78.57,50
227,481,-3.51,17.16,-2.8,-24.9,39.47,0,85.71,100,28.57,14.43,38.46,0,23.08,100,98.97,100,100,0,100
228,21261,48.24,85.56,0.95,58.21,100,16.28,27.13,0,56.97,65.18,100,96.55,0,55.17,0,38.33,100,51.09,57.47
229,20496,5.71,71.62,-43.05,-11.46,87.68,100,78.32,41.96,0,100,48.63,42.88,12.59,0,100,82.29,51.64,9.68,0
230,14929,-8.56,-19.59,-34.55,28.46,8.45,19.68,100,94.82,0,100,94.06,21.24,12.82,0,56.11,100,31.62,33.66,0
231,26441,65.37,66.31,35.95,93.84,100,87.09,71.19,84.92,0,44.54,100,70.99,72.88,0,0,87.81,92.69,100,48.8
232,156,,,,
233,16810,51.12,45.38,52.8,55.18,86,0,100,84,4,0,100,57.35,58.24,79.41,0,53.41,44.32,100,75
234,311,-8.56,76.32,-30.62,-71.38,100,0,18.69,74.78,93.47,48.41,0,8.33,58.33,100,49.21,0,0,50,100
235,959,22.84,32.49,2.84,33.19,57.65,32.24,66.12,100,0,4.94,29.67,24.72,0,100,0,100,14.29,42.86,43.46
236,950,-18.54,-7.79,-9.61,-38.21,11.76,100,58.82,0,35.29,88.89,22.22,66.67,100,0,50,66.67,0,50,100
237,413,-0.35,70.1,-30.47,-40.67,85.71,100,50,0,57.84,83.5,60.7,53.1,0,100,49.4,49.4,49.4,0,100
238,1476,31.97,47.78,-2.96,51.1,67,0,89.29,60.71,100,58.89,100,0,50.85,18.64,16.33,91.67,25,100,0
239,30294,30.85,66.2,25.79,0.57,100,18.41,62.15,74.34,0,0,100,13.26,7.2,25.4,9.62,100,13.46,0,75.04
240,291,-0.04,-26.87,-35.11,61.88,8.47,60,100,70,0,56.61,0,0,60,100,0,0,100,100,0
241,589,-4.05,0.02,13.37,-25.54,0,7.49,7.49,14.98,100,74.73,100,74.73,74.73,0,99.15,99.15,0,99.15,100
242,637,2.47,35.62,8.72,-36.93,40.78,0,1.35,100,100,53.62,80.68,100,0,9.09,100,83.27,0,0,16.86
243,30269,18.73,54.75,0.69,0.76,74.24,28.79,0,100,61.02,81.46,100,94.81,26.59,0,88.24,58.82,0,100,2.03
244,502,30.12,46.98,16.2,27.18,42.84,42.84,0,9.09,100,24.62,0,100,50.28,68.92,24.69,0,100,25.19,0.25
245,18182,-20.35,-26.92,4.75,-38.9,0,76.23,100,31.57,74.58,20.14,0,70.55,31.8,100,100,33.31,0,93.39,73.38
246,15689,60.76,85.25,29.38,67.66,100,60.96,23.3,47.18,0,23.99,53.66,33.26,100,0,0,50,43.75,100,0.1
247,15090,2.16,80.58,-34.7,-39.39,100,0,28.38,33.78,81.08,67.06,0,41.76,0,100,100,0,93.62,23.4,95.74
248,663,31.99,62.12,25.23,8.62,100,44.81,90.8,83.41,0,0,96.77,58.06,2.49,100,50,0,100,75.57,50.38
249,885,13.52,-24.87,3.54,61.88,0,37.5,34.37,53.12,100,83.33,86.67,100,50,0,0,100,100,0,0
250,334,-33.02,-41.8,-25.87,-31.39,0,100,100,83.33,87.37,100,0,60,100,83.03,66.67,0,0,100,67.68
251,25887,8.15,31.99,-10.16,2.63,49.93,0,100,41.65,55.19,87.57,96.33,0,100,55.78,86.1,100,0,80.62,16.68
252,19725,5.76,-20.02,-6.03,43.34,0,72.5,100,2.5,47.5,68.71,0,61.9,100,19.05,69.44,83.33,100,38.89,0
253,1493,24.81,22.6,23.44,28.38,52.75,100,79.75,81.27,0,27.03,100,17.91,54.91,0,0,29.79,49.65,80.07,100
254,1468,-8.99,57.53,-43.04,-41.47,95.29,43.61,65.76,100,0,100,16.24,28.8,33.62,0,100,57.14,0,0.1,0.1
255,22108,-27.77,27.6,-34.71,-76.2,53.11,86.97,100,63.84,0,79.25,49.92,0,56.93,100,35.52,0,0,24.5,100
256,4845,3.1,31.88,8.85,-31.43,47.62,0,28.57,100,21.43,10.42,62.5,0,29.17,100,100,0,30,70,30
257,478,12.5,80.91,-37.94,-5.48,100,76.92,0,47.53,55.3,100,66.19,49.29,0,85.41,32.99,98.96,0,66.67,100
258,16877,40.3,85.7,29.9,5.3,100,2.1,0,32.24,16.72,46.93,54.3,100,70.05,0,5.98,100,0,24.27,75.84
259,14933,-6.11,-10.99,5.93,-13.29,13.83,0,100,98.12,36.39,27.83,23.98,100,0,67.38,62.5,0,100,48.25,66.12
260,376,-20.73,-18.01,-25.89,-18.3,10.69,100,50,75,0,98.48,30.77,100,0,76.92,65.79,33.33,100,0,66.67
261,1729,24.91,71.41,10.33,-7.03,100,89.58,85.42,0,56.66,23.34,46.68,99.19,0,100,19.93,0,99.65,39.86,100
262,15207,8.54,88.81,-58.26,-4.93,100,0,12.5,0,0,100,0,0,0,0,0,57.12,0.01,57.15,100
263,17639,30.91,67.87,41.12,-16.27,100,73.33,0,77.14,31.68,0,100,92.75,2.9,33.51,0,46.39,10.7,35.68,100
264,14489,-3.31,-36.73,14.87,11.94,0,92.98,70.18,100,51.99,56.81,42.07,100,64.19,0,66.65,42.19,100,8.84,0
265,24031,4.54,11.57,-35.26,37.31,18.97,0,44.19,86.13,100,100,74.27,59.83,0,53.64,37.48,100,43.75,6.25,0
266,10733,4.61,92.8,-29.83,-49.15,100,38.74,0,32.65,34.45,71.36,55.43,40.05,0,100,85.05,70.16,44.64,0,100
267,3859,61.01,92.61,60.77,29.66,100,64.66,55.36,20.02,0,0,68.85,100,37.7,39.61,0,100,55,30,80.29
268,715,-38.41,-35.36,-38.05,-41.82,0,92.86,100,100,0,100,0,54.55,45.45,72.73,33.33,33.33,0,66.67,100
269,26492,0.79,62.98,-26.29,-34.32,100,88.88,0,77.38,27.34,100,31.01,99.3,0,97.62,93.11,78.04,0,90.41,100
270,391,-7,43.68,-49.73,-14.94,69.62,100,100,0,50,100,0,29.53,0,0,96.2,0,0,100,0
271,18697,31.83,83.31,-4.47,16.67,100,88.56,0,14.3,31.47,19.21,0,44.27,25.05,100,0,18.17,100,50.01,100
272,1183,27.75,78.58,7.08,-2.41,100,0,29.17,59.41,46.86,55.17,83.19,100,0,22.51,0,0,0,100,83.52
273,661,31.99,-5.19,66.75,34.42,0,6.99,6.99,38,100,0,87.78,100,51.1,14.43,32.96,100,16.67,33.33,0
274,16504,78.09,91.23,61.75,81.28,100,60.08,48.78,35.98,0,0,25.27,100,75.82,27.62,0,54.29,100,60,48.65
275,480,-16.28,24.7,-45.79,-27.74,42.86,42.86,100,0,71.43,100,25,0,37.5,0,100,75,75,0,50
276,16324,37.02,66.4,11.13,33.52,88.41,88.41,100,34.32,0,50.92,100,36.29,37.7,0,10.28,100,3.38,17.18,0
277,15605,28.15,27.99,-39.24,95.7,40,100,6.67,0,56.67,100,94.87,2.56,0,57.69,0,82.14,100,96.43,3.57
278,22904,-31.98,-1.94,-30.18,-63.83,15.63,53.13,0,100,53.77,100,62,76,0,96.32,80.9,45.21,21.42,0,100
279,29726,3.71,54.87,-7.89,-35.87,81.53,100,76.45,75.81,0,100,92.98,76.72,67.55,0,100,1.35,32.45,20.28,0
280,1719,17.15,48.56,-24.64,27.54,63.64,100,77.27,0,9.93,75,100,14.29,0,39.76,50,100,50,0,0.22
281,695,43.06,39.17,29.94,60.07,73.33,93.33,0,100,46.67,40,53.33,100,46.67,0,0,100,75,0,0
282,17934,-3.54,47.2,13.46,-71.29,54.84,100,38.71,0,13.74,36.67,83.33,0,100,64.08,78.88,10.52,15.78,0,100
283,13500,5.47,73.79,-41.11,-16.28,100,59.09,93.18,23.86,0,100,0,40.63,39.06,28.13,20,10,0,100,90
284,17615,-0.53,-13.52,-6.69,18.63,0,100,3.75,18.75,26.25,49.37,100,30.38,0,87.34,21.67,100,0,41.67,36.67
285,977,13.5,56.42,11.4,-27.31,100,9.72,90.74,77.78,0,6.02,59.08,33.33,0,100,0,49.37,0.76,0.76,100
286,20157,-16.8,-2.09,3.06,-51.38,0,5.14,4.34,30.06,100,85.13,73.65,100,66.77,0,33.22,4.65,38.1,0,100
287,16787,-21.28,-28.74,-25.37,-9.71,0,100,49.59,72.68,28.05,100,53.03,38.51,67.01,0,100,79.98,0,65.08,5.01
288,1032,-13.92,-13.71,-15.8,-12.24,0,65.44,7.94,47.4,100,48.31,48.31,50,0,100,39.42,79.23,0,80,100
289,313,41.47,50.84,27.95,45.62,80,0,100,72.9,72.9,6.6,100,13.79,21.9,0,32.97,32.97,100,34.05,0
290,17905,71.42,91.72,59.73,62.8,100,53,51,0,5,0,22.6,36.3,88.36,100,0,32.61,45.65,100,43.48
291,600,-13.26,22.96,-31.36,-31.38,42.86,57.14,100,0,85.71,100,14.29,85.71,0,71.43,100,0,33.33,33.33,0
292,1065,17.76,47.25,-11.84,17.87,72.73,63.64,0,100,54.55,100,64,68,84,0,66.67,33.33,100,33.33,0
293,15214,4.03,9.27,51.73,-48.92,26.83,0,100,42.68,12.51,0,53.01,31.33,100,59.26,100,48.78,0,60.98,70.83
294,382,27.75,57.89,41.06,-15.71,96.34,0,56.62,100,24.08,0,100,82.37,21.58,82.37,98.7,0,100,0,0
295,17686,26.94,70.01,16.54,-5.73,100,58.72,55.26,81.17,0,29.87,92,100,0,93,53.62,73.17,100,0,78.05
296,1609,-6.59,18.56,-35.6,-2.72,38.46,0,100,100,94.2,100,38.46,0,61.54,8.91,100,77.72,44.31,44.31,0
297,15805,34.14,46.47,25.65,30.29,39.81,41.67,0,31.48,100,41.52,63.16,50.29,100,0,0,27.12,11.86,100,52.54
298,17540,43.6,57.96,4.82,68.04,97.53,23.46,40.74,100,0,86.71,71.1,100,81.5,0,0,44.19,48.84,100,46.51
299,2220,7.15,-42.57,46.98,17.04,0,59.26,100,66.67,70.37,0,100,40,55,15,60,70,0,100,0
300,23524,-28.45,-37.88,2.4,-49.86,0,99.48,74.87,100,66.1,12.33,51.92,0,20.77,100,100,70.37,0,48.15,81.54
301,393,-5.76,55.43,-31.98,-40.72,80,100,0,61.54,81.79,100,0,40,61.54,0.77,59.24,0,19.75,100,100
302,12293,16.73,93.61,-46.81,3.41,100,72.08,22.81,0,36.15,100,7.69,0,57.77,84.71,0,33.32,66.63,33.34,100
303,250,38.46,55.27,29.18,30.94,100,50,100,100,0,20,0,100,80,0,0,0,0,100,0
304,373,-7.77,35.83,-8.43,-50.73,49.05,35.04,0,100,64.49,50,100,0,1.01,1.01,98.67,98.67,0,0,100
305,747,-3.02,0.11,2.31,-11.49,8.95,56.25,42.86,0,100,40.94,32.67,0,100,41.67,0,0,0.22,100,100
306,2573,-5.48,-10.23,13.44,-19.65,10.59,100,46.35,5.97,0,39.09,92.83,100,0,78.98,88.88,100,55.51,0,44.58
307,5896,48.05,60.73,42.87,40.56,94.02,100,42.25,77.46,0,0,41.53,44.97,43.25,100,0,75.04,100,12.64,56.32
308,14377,33.25,52.71,19.24,27.79,78.25,0,75.91,100,61.46,16.62,43.28,100,0,53.33,0,10,100,10.01,30.01
309,16750,25.23,34.24,16.59,24.86,58.21,100,97.01,50.75,0,0,15.06,15.66,37.35,100,0,32.56,53.49,69.77,100
310,16823,-20.51,40.52,-55.59,-46.46,59.64,36.1,100,0,20.18,100,0,8.09,8.77,17.44,100,34.18,28.92,0,17.12
311,743,12.84,30.87,-4.46,12.11,48.43,48.43,100,0,0,50,0,100,18.92,18.92,0,99.33,16.55,50,100
312,580,-12.22,11.89,-16.35,-32.19,30.77,0,100,46.15,0,46.15,76.92,0,7.69,100,50,50,66.67,0,100
313,945,41.95,40.88,36.87,48.11,31.25,0,0,62.5,100,27.78,88.89,100,16.67,0,0,100,45.45,18.18,27.27
314,425,0.71,32.21,-21.67,-8.43,50,37.5,87.5,0,100,81.82,36.36,0,100,63.64,100,50,50,50,0
315,428,20.38,47.96,-26.89,40.08,75,100,0,55.88,5.29,38.81,0,19.41,41.1,100,0,100,40,0.24,20.47
316,994,42.72,95.11,48.2,-15.16,100,43.75,12.5,0,45.27,0,100,53.85,46.15,70.82,16.51,0,49.54,82.57,100
317,14986,67.09,90.31,43.89,67.05,100,22.38,35.25,0,2.8,28.98,51.82,88.18,100,0,44.25,75.71,78.57,100,0
318,18211,-2.55,74.02,-35.76,-45.9,100,69.72,64.56,0,85.22,77.48,42.22,37.78,0,100,90.82,36.36,72.73,0,100
319,1429,-18.18,-16.88,9.95,-47.61,0,80,0,100,25.4,41.12,41.12,100,7.47,0,77.39,88.44,0,11.06,100
320,698,-13.73,31.6,-32.86,-39.94,49.83,65.27,100,0,19.43,100,64.62,64.62,11.88,0,100,16.67,33.33,0,0
321,523,7.59,35.63,7.24,-20.09,27.88,27.88,0,43.7,100,66.27,100,66.27,34.05,0,32.91,32.91,0,100,100
322,19272,8.42,-23.62,-7.4,56.29,3.51,0,95.48,99,100,75.98,100,0,72.08,18.02,50,100,65.02,40.01,0
323,18649,-5.33,30.92,0.01,-46.92,40.84,0,81.67,69.36,100,48.48,100,31.06,0,2.39,100,34.74,26.32,0,15.82
324,11592,-0.48,22.9,-58.38,34.02,49.83,99.81,100,50,0,100,33.33,0,0,33.35,12.48,37.47,0,100,0
325,687,-0.99,17.2,-2.82,-17.35,24.45,0,1.49,100,75.37,68.26,78.19,100,0,20,49.28,49.28,100,0,100
326,16382,49.85,48.47,20.64,80.44,85.46,41.52,91.21,100,0,26.44,100,56.69,0,34.38,0,100,98.49,84.2,76.27
327,18068,7.57,89.79,0.8,-67.87,100,36.95,49.36,15.51,0,34.96,10.76,0,100,43.51,93.36,0,24.57,26.28,100
328,314,27.08,62.88,55.59,-37.22,100,33.33,100,0,20.43,0,100,50,100,78.23,59.05,59.05,59.05,0,100
329,16794,35.58,72.76,3.82,30.15,100,91.74,55.58,69.01,0,61.55,21.94,60.39,100,0,94.28,100,71.41,79.98,0
330,25672,49.62,64.19,10.79,73.88,100,89.75,81.11,87.8,0,85.22,100,86,86.32,0,54.74,97.59,100,76.19,0
331,701,34.78,35.4,10.04,58.89,53.7,28.57,100,0,14.29,58.65,30,70,100,0,49.29,50,100,100,0
332,18287,9.32,81.93,-36.61,-17.36,97.78,20.88,0,53.15,100,100,0,55.29,45.76,44.81,62.97,43.8,0,100,68.49
333,1362,-6.06,-40.8,5.58,17.05,0,57.42,100,61.58,42.36,37.07,100,21.05,0,4.68,17.61,100,0,11.81,23.63
334,27086,17.08,77.41,-20.82,-5.35,92.41,25.45,7.27,0,100,93.28,100,73.33,0,21.11,75.54,84.44,100,0,55.56
335,16223,-8.2,-36.08,-3.54,15.01,0,19.18,77.7,76.97,100,100,93.68,100,60.74,0,57.28,100,20.81,15.63,0
336,878,54.48,69.25,63.32,30.87,100,0,68.75,19.82,7.25,0,28.57,100,65.1,43.55,0,100,0,0.86,0.86
337,17623,82.5,91.42,75.64,80.43,100,17.54,17.54,0,39.02,0,100,90,85.36,86.79,32.39,62.14,100,83.86,0
338,15876,33.55,86.94,-36.5,50.21,100,68.79,69.2,14.83,0,100,0,29.69,53.45,0,6.17,81.25,100,0,18.75
339,16257,7.73,50.78,-29.1,1.5,70.89,100,92.59,8.73,0,35.33,12.75,0,30.11,100,4.97,84.95,55,0,100
340,29558,-36.98,0.45,-54.06,-57.34,14.62,0,20.71,100,32.16,100,22.56,0,25.58,35.36,100,22.21,27.77,0,44.46
341,2262,55.73,28.28,78.96,59.93,40.26,100,4.61,0,55.27,0,36.8,100,85.25,92.62,8.05,100,33.51,67.02,0
342,18035,-5.27,-25.86,-4.69,14.73,0,100,47.52,60.4,85.15,12.16,0,20.27,32.43,100,75,100,40,25,0
343,343,37.66,5.27,58.77,48.94,23.45,48.97,100,0,12.95,0,75.92,54.23,66.99,100,66.67,100,66.67,67.65,0
344,4447,-0.35,59.86,-14.6,-46.32,89.8,100,52.78,76.61,0,45.1,0,64.25,32.27,100,77.01,77.01,0,45.45,100
345,16287,14.32,73.39,5.6,-36.03,100,58.68,87.97,0,15.9,100,96.23,99.12,99.12,0,100,0,21.12,31.65,0.06
346,28690,-12.12,-21.71,-24.05,9.39,0,100,38.1,26.79,30.95,100,96.39,77.11,0,95.18,43.66,100,45.07,0,36.62
347,639,37.92,41.62,-6.14,78.27,68.76,29.7,60.95,100,0,89.96,100,84.94,34.74,0,0,100,66.67,100,0.26
348,14508,-2.87,92.27,-56.85,-44.03,100,26.64,0,21.06,58.92,100,8.66,0,14.98,32.31,100,71.43,0,17.89,35.75
349,366,5.03,-31.89,21.86,25.12,0,51.32,100,51.32,83.77,0,100,12.56,1.62,45.35,32.66,100,0,33.33,0
350,1191,39.91,88.95,80.21,-49.44,100,44.57,44.57,0,44.57,0,63.33,100,68.57,73.81,49.74,25,0,75,100
351,14978,-5.33,22.57,-0.83,-37.72,47.59,0,75.96,100,2.05,74.64,100,37.27,60.08,0,100,79.1,8.92,0,17.92
352,14902,44.18,47.54,26.41,58.59,77.34,0,100,19.58,10.42,2.69,100,0,51.45,51.45,22.51,90.23,41.94,100,0
353,15394,61.46,47.95,41.7,94.73,76.83,0,100,20.73,35.66,31.93,100,64.04,75.6,0,0,85.71,100,65.71,22.92
354,10710,33.31,92.74,-39.6,46.78,100,22.73,0,27.27,27.27,100,12.5,37.5,37.5,0,0,0,100,33.33,0
355,17907,-23.62,29.34,-38.64,-61.56,51.41,100,67.29,59.07,0,56.55,11.57,0,42.78,100,12.75,10.19,0,17.95,100
356,30563,39.95,27.83,56.3,35.71,56.11,70.95,100,84.7,0,0,60.59,82.42,49.78,100,0,50,100,25.05,66.73
357,339,-31.73,-12.09,-27.77,-55.32,8.36,28.72,100,18.54,0,100,75,0,75,53.36,0,0,0,0,100
358,4673,1.84,39.5,-3.29,-30.71,69.89,74.43,67.62,100,0,68.28,91.04,0,100,77.21,85.52,0,99.77,57.2,100
359,397,19.27,42.36,45.12,-29.68,69.06,19.69,50,100,0,0,73.15,25.93,100,50.62,100,40,0,81.01,40.51
360,3510,17.44,63.57,-16.44,5.2,100,64.81,81.48,90.74,0,100,52.38,64.29,78.57,0,100,33.33,75,83.33,0
361,12178,3.85,85.09,-21.32,-52.23,100,0,25.11,18.29,35.65,78.35,0,39.94,100,73.87,100,0,8.96,35.1,33.6
362,19449,-36.14,-37.38,-31.96,-39.07,0,24.24,46.97,100,97.37,99.37,100,27.77,9.39,0,100,60.98,17.07,0,7.38
363,15989,27.93,1.8,10.92,71.07,24.88,100,20.19,59.31,0,48.07,100,9.13,74.04,0,19.93,100,56.63,76.65,0
364,23126,10.3,55.65,-40.78,16.02,90.01,100,4.17,63.89,0,100,0,5.67,57.92,13.22,0,7.02,97.68,60.48,100
365,19571,5.12,20.05,-13.37,8.68,36.4,100,46.43,0,88.39,79.97,0,93.94,87.88,100,8.2,16.49,0,100,63.92
366,16990,9.33,18.24,30.72,-20.98,33.55,3.87,100,0,69.68,0,33.66,1.46,100,59.02,25,0,29.41,100,100
367,20057,54.51,64.18,19.57,79.77,100,96.59,71.85,86.04,0,75.68,88.65,100,91.51,0,45.87,95.04,100,88.52,0
368,15678,37.9,61.24,11.21,41.26,98.51,100,74.59,88.97,0,64.1,99.05,30.78,100,0,25.97,25.97,34.67,100,0
369,2146,50.5,41.73,27.85,81.91,67.22,4,100,0,36,17.07,0,60,100,0,0,75.16,75.16,100,75.16
370,18120,35.76,18.31,14.16,74.8,35.39,100,64.61,0,33.71,63.24,68.63,59.31,100,0,0,21.05,100,100,23.68
371,9258,2.61,-10.99,-14.54,33.34,8.84,100,86.98,0,70.73,64.01,0,7.44,100,22.56,0,100,64.29,28.86,78.89
372,314,10.6,12.14,11.96,7.7,27.27,100,0,18.18,1.61,33.33,0,50,100,85.75,0,49.21,0,98.41,100
373,22827,12.24,50.73,20.16,-34.17,68.93,100,78.2,0,50.13,54.74,100,57.53,54.86,0,71.81,87.43,54.69,0,100
374,906,9.92,65.81,19.4,-55.46,100,34.08,76.69,76.69,0,0,1.42,100,13.74,75.36,100,50.49,25.24,0,50.49
375,22611,7.18,48.19,3.13,-29.77,86.23,93.7,91.51,100,0,74.19,62.12,100,48.48,0,56.14,100,0,0,81.25
376,38110,10.43,97.21,-51.46,-14.45,100,40.93,0,13.72,18.72,100,38.05,7.55,16.67,0,100,47.37,0,78.95,5.26
377,16200,-13.17,-12.95,5.61,-32.18,9.57,0,100,72.17,27.83,46.34,0,100,70.73,75.61,33.33,0,64.29,50,100
378,381,22.17,-24.42,13.95,76.97,0,52.32,28.48,100,28.48,67.73,61.54,76.92,100,0,48.7,100,100,100,0
379,278,28.27,59.94,-25.49,50.37,80,100,0,41.64,41.64,80.65,0,16.13,100,67.16,49.11,98.21,49.11,100,0
380,318,20.47,73.15,41.96,-53.71,100,9.09,0,75.47,38.53,26.85,100,81.71,27.87,0,100,0,0,0,0
381,790,40.58,63.86,14.67,43.2,100,15,85,55,0,0,14.29,35.71,21.43,100,0,66.67,66.67,66.67,100
382,21471,14.73,65.26,-19.58,-1.49,98.63,60.76,100,0,44.73,85.94,100,54.73,6.17,0,82.11,100,89.29,0,40.48
383,22325,-18.21,2.81,-53.78,-3.67,18.03,0,37.7,100,44.26,100,26.44,0,26.44,57.47,50,0,60,100,65
384,5357,48.35,75.14,30.03,39.87,100,92.73,50.95,62.59,0,7.26,22.17,22.39,100,0,16.1,0,87.1,100,51.64
385,1495,26.23,64.74,30.44,-16.49,88.89,0,72.22,69.44,100,22.22,22.22,100,44.44,0,69.23,100,0,38.46,53.85
386,17896,27.25,63.59,2.84,15.3,83.63,78.46,100,37.8,0,67.57,100,21.58,73.03,0,78.65,42.55,100,38.3,0
387,18802,40.28,79.44,8.06,33.34,100,42.27,70.82,0,17.43,51.41,100,6.74,71.22,0,25.84,100,3.71,48.22,0
388,335,17.23,72.89,32.52,-53.71,83.33,66.67,0,33.33,100,0,100,66.67,16.67,100,100,0,0,0,0
389,17179,10.46,92.62,-21.85,-39.41,100,45.1,0,28.43,15.3,100,34.49,80.35,53.21,0,100,0,11.94,50.75,19.44
390,2180,29.49,72.38,-9.98,26.06,75,0,17.86,28.57,100,60,0,13.33,100,6.67,17.86,0,100,28.57,17.86
391,592,9.51,48.87,-38.76,18.43,85.61,91.81,68.75,100,0,85.92,11.55,0,75,100,0,99.16,100,0,100
392,15212,-8.47,15.04,2.05,-42.5,30.96,0,62.39,100,44.7,39.58,43.99,100,0,88.24,41.83,0,58.15,39.56,100
393,15389,-8.48,-26.65,0.47,0.73,0,47.06,100,47.06,97.82,63.66,59.9,13.54,100,0,0,13.69,38.33,75.28,100
394,18444,0.91,-23.3,-25.23,51.27,1.67,0,67.5,77.19,100,62.46,77.73,0,9.72,100,0,100,18.18,45.45,0.01
395,1923,14.94,23.31,30.83,-9.33,46.73,73.36,100,58.75,0,0,88.78,41.78,26.7,100,0,11.07,55.33,44.52,100
396,355,8.61,89.47,12.16,-75.79,100,83.33,50,33.33,0,28.57,71.43,0,85.71,100,100,0,0,0,100
397,1549,37.36,60.04,-15.36,67.39,77.23,77.23,0,70.21,100,94.74,94.74,100,0,37.52,0,88.89,100,22.22,22.47
398,20111,35.77,42.65,18.18,46.49,66.56,89.03,100,64.98,0,34.85,0,73,100,70,0,2.43,100,66.68,45.27
399,4918,-9.74,-13.97,-8.81,-6.45,0,72.07,78.62,1.62,100,94.82,73.53,35.86,100,0,16.33,99.58,32.98,0,100
400,15813,-0.73,47.75,11.42,-61.37,46.04,47.33,0,59.14,100,24.21,0,17.15,100,28.36,100,34.94,34.94,0,85.1
401,41384,-4.73,98.45,-58.76,-53.89,100,29.19,2.5,0,1.91,100,19.81,1.86,0,3.67,100,25.29,0,1.56,8.18
402,277,7.34,86.73,-5.57,-59.14,100,54.01,46.82,0,56.19,0,10.78,1.18,1.18,100,100,33.33,33.94,0,67.88
403,5821,-3.97,86.29,-35.71,-62.49,100,0,19.1,16.71,10.74,88.82,0,37.36,71.43,100,100,35.78,0,42.93,78.71
404,1538,37.1,47.99,72.87,-9.56,76.18,34.49,100,71.7,0,0,37.72,51.87,100,66.89,27.13,0,18.09,100,72.78
405,16001,-20.29,-27.16,1.35,-35.07,0,16.25,94.63,100,0.14,94.64,65.79,100,94.74,0,100,33.36,0,33.36,0
406,15558,17.93,50.39,-28.87,32.27,59.89,100,57.53,24.78,0,100,66.6,79.72,0,9.55,0,89.47,100,0.13,63.31
407,869,29.81,81.86,-54.7,62.27,100,12.41,27,41.6,0,100,0,0,14.29,80.22,16.26,16.26,100,83.25,0
408,1207,13.26,-18.82,18.55,40.06,0,40.82,9.82,83.6,100,13.85,100,7.21,7.21,0,5.81,100,11.82,17.73,0
409,183,,,,
410,14233,-7.35,-43.02,4.69,16.29,0,33.57,60.95,72.61,100,78.13,71.68,58.78,100,0,0,100,0,55.7,77.93
411,209,,,,
412,19962,-4.16,-11.92,-16.3,15.73,24.36,75.36,100,98.47,0,33.27,0,50.08,2.02,100,27.21,49.93,100,0,45.45
413,21957,34.85,86.77,-12.51,30.28,100,71.3,35.15,45.1,0,67.42,100,47.14,0,32.01,0,100,93.64,25.88,96.87
414,1495,32.52,83.73,30.17,-16.35,100,57.14,0,42.86,92.86,30,60,100,20,0,0,0,50,50,100
415,21049,29.85,53.64,6.93,28.99,85.93,100,77.94,86.25,0,88.46,100,83.17,82.2,0,66.65,100,51.26,28.17,0
416,15092,9.35,72.75,-15.26,-29.44,100,79.97,56.92,73.75,0,100,73.05,80.88,54.89,0,100,45.91,23.48,24.5,0
417,939,28.52,71.03,60.21,-45.68,100,0,66.67,55.56,58.11,0,71.43,50,100,44.19,33.07,0,49.6,16.53,100
418,23428,-33.29,3.05,-42.46,-60.45,17,0,29.74,100,49,91.85,54.03,0,37.85,100,64.27,35.7,28.56,0,100
419,23331,9.73,88.86,8.95,-68.63,100,87.5,41.63,29.73,0,40.18,100,1.92,46.15,0,26.61,0,13.33,26.67,100
